date,mess_name,meal_type,menu_name,hostel_occupancy_pct,exam_day,holiday,special_event,temperature_c,rainfall_mm,humidity_pct,students_expected,students_present,food_prepared_kg,food_consumed_kg,food_wasted_kg,food_cost_per_kg
2025-04-15,South Mess,Dinner,Chole_Bhature,81.87,0,0,0,36.02,0.0,60.44,785,730,337.94,275.73,62.22,105
2025-04-15,South Mess,Lunch,Biryani,81.87,0,0,0,36.02,0.0,60.44,853,841,431.79,369.74,62.04,110
2025-04-16,Academic Block Mess,Breakfast,Paratha,78.06,0,0,0,32.25,0.01,53.28,403,371,127.93,103.38,24.55,90
2025-04-16,Academic Block Mess,Dinner,Pasta,78.06,0,0,0,32.25,0.01,53.28,555,543,235.23,207.18,28.05,105
2025-04-16,Academic Block Mess,Lunch,Biryani,78.06,0,0,0,32.25,0.01,53.28,738,684,349.03,303.65,45.39,110
2025-04-16,Central Mess,Breakfast,Idli_Dosa,79.25,0,0,0,32.25,0.01,53.28,515,473,172.45,137.32,35.14,90
2025-04-16,Central Mess,Dinner,Fried_Rice,79.25,0,0,0,32.25,0.01,53.28,780,738,353.46,271.76,81.7,105
2025-04-16,Central Mess,Lunch,Paneer_Roti,79.25,0,0,0,32.25,0.01,53.28,924,832,467.48,352.88,114.6,110
2025-04-16,Hostel A Mess,Breakfast,Sandwich,77.6,0,0,0,32.25,0.01,53.28,343,313,113.92,92.1,21.82,90
2025-04-16,Hostel A Mess,Dinner,Fried_Rice,77.6,0,0,0,32.25,0.01,53.28,631,612,286.3,239.04,47.26,105
2025-04-16,Hostel A Mess,Lunch,Paneer_Roti,77.6,0,0,0,32.25,0.01,53.28,749,677,383.34,283.25,100.09,110
2025-04-16,Hostel B Mess,Breakfast,Poha,87.03,0,0,0,32.25,0.01,53.28,477,443,162.45,130.27,32.18,90
2025-04-16,Hostel B Mess,Dinner,Fried_Rice,87.03,0,0,0,32.25,0.01,53.28,779,732,353.62,280.5,73.12,105
2025-04-16,Hostel B Mess,Lunch,Biryani,87.03,0,0,0,32.25,0.01,53.28,921,854,447.34,376.71,70.63,110
2025-04-16,North Mess,Breakfast,Idli_Dosa,85.25,0,0,0,32.25,0.01,53.28,468,424,154.65,125.25,29.4,90
2025-04-16,North Mess,Dinner,Pasta,85.25,0,0,0,32.25,0.01,53.28,717,665,321.79,247.87,73.92,105
2025-04-16,North Mess,Lunch,Rajma_Rice,85.25,0,0,0,32.25,0.01,53.28,882,870,424.63,363.07,61.55,110
2025-04-16,South Mess,Breakfast,Paratha,77.27,0,0,0,32.25,0.01,53.28,439,402,146.8,116.98,29.82,90
2025-04-16,South Mess,Dinner,Chole_Bhature,77.27,0,0,0,32.25,0.01,53.28,712,685,320.3,255.2,65.1,105
2025-04-16,South Mess,Lunch,Biryani,77.27,0,0,0,32.25,0.01,53.28,791,721,404.41,313.39,91.03,110
2025-04-17,Academic Block Mess,Breakfast,Idli_Dosa,91.97,0,0,0,30.78,0.0,55.3,389,352,129.87,103.09,26.78,90
2025-04-17,Academic Block Mess,Dinner,Chole_Bhature,91.97,0,0,0,30.78,0.0,55.3,670,607,282.93,229.51,53.41,105
2025-04-17,Academic Block Mess,Lunch,Paneer_Roti,91.97,0,0,0,30.78,0.0,55.3,750,720,375.86,314.85,61.01,110
2025-04-17,Central Mess,Breakfast,Sandwich,85.54,0,0,0,30.78,0.0,55.3,471,438,151.86,128.08,23.79,90
2025-04-17,Central Mess,Dinner,Fried_Rice,85.54,0,0,0,30.78,0.0,55.3,828,745,354.78,281.2,73.58,105
2025-04-17,Central Mess,Lunch,Paneer_Roti,85.54,0,0,0,30.78,0.0,55.3,961,880,468.06,375.44,92.63,110
2025-04-17,Hostel A Mess,Breakfast,Upma,89.83,0,0,0,30.78,0.0,55.3,326,300,111.04,83.55,27.49,90
2025-04-17,Hostel A Mess,Dinner,Fried_Rice,89.83,0,0,0,30.78,0.0,55.3,656,628,294.63,242.56,52.07,105
2025-04-17,Hostel A Mess,Lunch,Biryani,89.83,0,0,0,30.78,0.0,55.3,789,744,372.82,329.6,43.22,110
2025-04-17,Hostel B Mess,Breakfast,Idli_Dosa,84.57,0,0,0,30.78,0.0,55.3,491,463,163.97,133.31,30.65,90
2025-04-17,Hostel B Mess,Dinner,Chole_Bhature,84.57,0,0,0,30.78,0.0,55.3,851,766,374.73,296.99,77.74,105
2025-04-17,Hostel B Mess,Lunch,Rice_Dal,84.57,0,0,0,30.78,0.0,55.3,827,764,402.76,316.52,86.25,110
2025-04-17,North Mess,Breakfast,Paratha,88.7,0,0,0,30.78,0.0,55.3,513,468,169.36,132.85,36.51,90
2025-04-17,North Mess,Dinner,Chole_Bhature,88.7,0,0,0,30.78,0.0,55.3,850,776,372.41,292.48,79.94,105
2025-04-17,North Mess,Lunch,Biryani,88.7,0,0,0,30.78,0.0,55.3,955,869,488.12,384.57,103.54,110
2025-04-17,South Mess,Breakfast,Upma,84.86,0,0,0,30.78,0.0,55.3,356,327,118.74,90.86,27.88,90
2025-04-17,South Mess,Dinner,Pasta,84.86,0,0,0,30.78,0.0,55.3,669,605,282.05,224.14,57.91,105
2025-04-17,South Mess,Lunch,Rajma_Rice,84.86,0,0,0,30.78,0.0,55.3,806,773,409.33,334.87,74.47,110
2025-04-18,Academic Block Mess,Breakfast,Sandwich,77.08,0,0,0,33.36,0.02,56.5,302,291,102.05,82.43,19.62,90
2025-04-18,Academic Block Mess,Dinner,Pasta,77.08,0,0,0,33.36,0.02,56.5,544,518,232.75,190.67,42.08,105
2025-04-18,Academic Block Mess,Lunch,Rajma_Rice,77.08,0,0,0,33.36,0.02,56.5,692,683,338.67,300.13,38.54,110
2025-04-18,Central Mess,Breakfast,Paratha,77.05,0,0,0,33.36,0.02,56.5,509,475,172.55,134.97,37.58,90
2025-04-18,Central Mess,Dinner,Khichdi,77.05,0,0,0,33.36,0.02,56.5,817,804,352.26,312.0,40.26,105
2025-04-18,Central Mess,Lunch,Rice_Dal,77.05,0,0,0,33.36,0.02,56.5,935,842,448.93,373.29,75.65,110
2025-04-18,Hostel A Mess,Breakfast,Sandwich,77.67,0,0,0,33.36,0.02,56.5,330,303,105.6,89.29,16.31,90
2025-04-18,Hostel A Mess,Dinner,Roti_Dal,77.67,0,0,0,33.36,0.02,56.5,611,569,257.97,220.0,37.97,105
2025-04-18,Hostel A Mess,Lunch,Rajma_Rice,77.67,0,0,0,33.36,0.02,56.5,729,689,348.17,291.87,56.3,110
2025-04-18,Hostel B Mess,Breakfast,Sandwich,87.55,0,0,0,33.36,0.02,56.5,439,434,141.19,125.01,16.18,90
2025-04-18,Hostel B Mess,Dinner,Pasta,87.55,0,0,0,33.36,0.02,56.5,820,790,348.3,291.31,56.99,105
2025-04-18,Hostel B Mess,Lunch,Rajma_Rice,87.55,0,0,0,33.36,0.02,56.5,963,942,478.61,405.06,73.56,110
2025-04-18,North Mess,Breakfast,Upma,86.78,0,0,0,33.36,0.02,56.5,403,374,136.61,106.45,30.16,90
2025-04-18,North Mess,Dinner,Roti_Dal,86.78,0,0,0,33.36,0.02,56.5,724,671,315.14,255.82,59.32,105
2025-04-18,North Mess,Lunch,Biryani,86.78,0,0,0,33.36,0.02,56.5,944,927,478.03,412.0,66.03,110
2025-04-18,South Mess,Breakfast,Idli_Dosa,88.83,0,0,0,33.36,0.02,56.5,441,406,147.21,119.32,27.89,90
2025-04-18,South Mess,Dinner,Pasta,88.83,0,0,0,33.36,0.02,56.5,688,622,313.33,240.59,72.74,105
2025-04-18,South Mess,Lunch,Veg_Pulao,88.83,0,0,0,33.36,0.02,56.5,721,661,344.6,289.15,55.45,110
2025-04-19,Academic Block Mess,Breakfast,Paratha,83.46,0,0,1,30.25,0.0,63.02,328,296,104.47,84.92,19.55,90
2025-04-19,Academic Block Mess,Dinner,Khichdi,83.46,0,0,1,30.25,0.0,63.02,452,414,192.9,157.26,35.63,105
2025-04-19,Academic Block Mess,Lunch,Biryani,83.46,0,0,1,30.25,0.0,63.02,613,605,301.35,252.06,49.29,110
2025-04-19,Central Mess,Breakfast,Idli_Dosa,85.3,0,0,1,30.25,0.0,63.02,452,427,143.74,124.89,18.85,90
2025-04-19,Central Mess,Dinner,Chole_Bhature,85.3,0,0,1,30.25,0.0,63.02,836,775,381.1,290.21,90.89,105
2025-04-19,Central Mess,Lunch,Rajma_Rice,85.3,0,0,1,30.25,0.0,63.02,781,703,388.84,297.31,91.53,110
2025-04-19,Hostel A Mess,Breakfast,Paratha,87.06,0,0,1,30.25,0.0,63.02,362,327,122.02,95.49,26.52,90
2025-04-19,Hostel A Mess,Dinner,Khichdi,87.06,0,0,1,30.25,0.0,63.02,482,474,212.44,181.97,30.47,105
2025-04-19,Hostel A Mess,Lunch,Paneer_Roti,87.06,0,0,1,30.25,0.0,63.02,633,606,314.51,253.62,60.9,110
2025-04-19,Hostel B Mess,Breakfast,Idli_Dosa,86.89,0,0,1,30.25,0.0,63.02,433,392,141.03,115.6,25.43,90
2025-04-19,Hostel B Mess,Dinner,Khichdi,86.89,0,0,1,30.25,0.0,63.02,628,577,281.44,223.19,58.25,105
2025-04-19,Hostel B Mess,Lunch,Paneer_Roti,86.89,0,0,1,30.25,0.0,63.02,772,705,380.59,304.86,75.73,110
2025-04-19,North Mess,Breakfast,Poha,97.33,0,0,1,30.25,0.0,63.02,382,361,126.11,105.27,20.84,90
2025-04-19,North Mess,Dinner,Roti_Dal,97.33,0,0,1,30.25,0.0,63.02,656,602,291.57,222.84,68.73,105
2025-04-19,North Mess,Lunch,Veg_Pulao,97.33,0,0,1,30.25,0.0,63.02,727,699,357.8,303.9,53.89,110
2025-04-19,South Mess,Breakfast,Sandwich,79.11,0,0,1,30.25,0.0,63.02,307,288,100.83,85.46,15.37,90
2025-04-19,South Mess,Dinner,Fried_Rice,79.11,0,0,1,30.25,0.0,63.02,545,518,233.9,198.19,35.71,105
2025-04-19,South Mess,Lunch,Paneer_Roti,79.11,0,0,1,30.25,0.0,63.02,662,602,319.35,262.99,56.36,110
2025-04-20,Academic Block Mess,Breakfast,Upma,78.79,0,0,0,32.58,0.49,65.86,254,242,80.59,66.88,13.71,90
2025-04-20,Academic Block Mess,Dinner,Roti_Dal,78.79,0,0,0,32.58,0.49,65.86,457,418,192.95,161.47,31.48,105
2025-04-20,Academic Block Mess,Lunch,Paneer_Roti,78.79,0,0,0,32.58,0.49,65.86,561,533,282.86,223.4,59.46,110
2025-04-20,Central Mess,Breakfast,Paratha,92.66,0,0,0,32.58,0.49,65.86,462,453,154.88,125.21,29.67,90
2025-04-20,Central Mess,Dinner,Chole_Bhature,92.66,0,0,0,32.58,0.49,65.86,767,725,341.35,268.13,73.22,105
2025-04-20,Central Mess,Lunch,Paneer_Roti,92.66,0,0,0,32.58,0.49,65.86,788,740,403.04,321.57,81.47,110
2025-04-20,Hostel A Mess,Breakfast,Upma,86.19,0,0,0,32.58,0.49,65.86,287,270,91.93,79.6,12.33,90
2025-04-20,Hostel A Mess,Dinner,Khichdi,86.19,0,0,0,32.58,0.49,65.86,459,418,193.93,165.45,28.48,105
2025-04-20,Hostel A Mess,Lunch,Rice_Dal,86.19,0,0,0,32.58,0.49,65.86,592,536,298.8,232.81,65.99,110
2025-04-20,Hostel B Mess,Breakfast,Poha,85.95,0,0,0,32.58,0.49,65.86,361,340,122.98,96.97,26.0,90
2025-04-20,Hostel B Mess,Dinner,Khichdi,85.95,0,0,0,32.58,0.49,65.86,565,527,238.36,196.46,41.9,105
2025-04-20,Hostel B Mess,Lunch,Veg_Pulao,85.95,0,0,0,32.58,0.49,65.86,709,660,354.99,286.97,68.02,110
2025-04-20,North Mess,Breakfast,Sandwich,83.02,0,0,0,32.58,0.49,65.86,351,317,113.17,90.66,22.51,90
2025-04-20,North Mess,Dinner,Chole_Bhature,83.02,0,0,0,32.58,0.49,65.86,652,597,283.14,230.16,52.98,105
2025-04-20,North Mess,Lunch,Veg_Pulao,83.02,0,0,0,32.58,0.49,65.86,624,606,299.83,257.99,41.85,110
2025-04-20,South Mess,Breakfast,Sandwich,76.61,0,0,0,32.58,0.49,65.86,295,266,98.54,74.82,23.72,90
2025-04-20,South Mess,Dinner,Khichdi,76.61,0,0,0,32.58,0.49,65.86,450,428,201.43,167.51,33.92,105
2025-04-20,South Mess,Lunch,Rajma_Rice,76.61,0,0,0,32.58,0.49,65.86,602,553,295.85,233.39,62.47,110
2025-04-21,Academic Block Mess,Breakfast,Poha,82.6,0,0,0,35.08,0.0,62.92,322,312,109.03,91.3,17.73,90
2025-04-21,Academic Block Mess,Dinner,Pasta,82.6,0,0,0,35.08,0.0,62.92,570,523,243.39,205.35,38.04,105
2025-04-21,Academic Block Mess,Lunch,Veg_Pulao,82.6,0,0,0,35.08,0.0,62.92,665,606,324.27,268.71,55.55,110
2025-04-21,Central Mess,Breakfast,Upma,85.16,0,0,0,35.08,0.0,62.92,484,452,156.41,131.18,25.22,90
2025-04-21,Central Mess,Dinner,Khichdi,85.16,0,0,0,35.08,0.0,62.92,735,694,326.77,260.0,66.77,105
2025-04-21,Central Mess,Lunch,Rajma_Rice,85.16,0,0,0,35.08,0.0,62.92,955,901,468.28,398.77,69.51,110
2025-04-21,Hostel A Mess,Breakfast,Paratha,79.84,0,0,0,35.08,0.0,62.92,406,381,132.28,111.7,20.58,90
2025-04-21,Hostel A Mess,Dinner,Pasta,79.84,0,0,0,35.08,0.0,62.92,581,545,254.67,207.72,46.95,105
2025-04-21,Hostel A Mess,Lunch,Rajma_Rice,79.84,0,0,0,35.08,0.0,62.92,753,730,368.63,308.23,60.4,110
2025-04-21,Hostel B Mess,Breakfast,Idli_Dosa,90.01,0,0,0,35.08,0.0,62.92,498,475,169.94,132.49,37.45,90
2025-04-21,Hostel B Mess,Dinner,Chole_Bhature,90.01,0,0,0,35.08,0.0,62.92,864,813,369.97,309.94,60.03,105
2025-04-21,Hostel B Mess,Lunch,Veg_Pulao,90.01,0,0,0,35.08,0.0,62.92,837,814,416.37,347.98,68.39,110
2025-04-21,North Mess,Breakfast,Poha,83.85,0,0,0,35.08,0.0,62.92,426,413,136.99,121.3,15.69,90
2025-04-21,North Mess,Dinner,Pasta,83.85,0,0,0,35.08,0.0,62.92,701,689,295.21,268.39,26.82,105
2025-04-21,North Mess,Lunch,Rajma_Rice,83.85,0,0,0,35.08,0.0,62.92,841,787,416.32,339.03,77.3,110
2025-04-21,South Mess,Breakfast,Upma,82.5,0,0,0,35.08,0.0,62.92,368,334,123.92,98.1,25.82,90
2025-04-21,South Mess,Dinner,Fried_Rice,82.5,0,0,0,35.08,0.0,62.92,643,589,289.31,222.11,67.2,105
2025-04-21,South Mess,Lunch,Rajma_Rice,82.5,0,0,0,35.08,0.0,62.92,793,771,380.86,334.47,46.39,110
2025-04-22,Academic Block Mess,Breakfast,Idli_Dosa,89.58,0,0,0,32.75,0.34,61.29,376,354,124.58,104.23,20.35,90
2025-04-22,Academic Block Mess,Dinner,Fried_Rice,89.58,0,0,0,32.75,0.34,61.29,613,583,279.1,223.53,55.57,105
2025-04-22,Academic Block Mess,Lunch,Paneer_Roti,89.58,0,0,0,32.75,0.34,61.29,714,692,349.15,289.59,59.57,110
2025-04-22,Central Mess,Breakfast,Sandwich,88.04,0,0,0,32.75,0.34,61.29,466,454,152.26,130.05,22.22,90
2025-04-22,Central Mess,Dinner,Roti_Dal,88.04,0,0,0,32.75,0.34,61.29,856,814,364.86,305.92,58.95,105
2025-04-22,Central Mess,Lunch,Veg_Pulao,88.04,0,0,0,32.75,0.34,61.29,923,855,455.09,374.62,80.48,110
2025-04-22,Hostel A Mess,Breakfast,Upma,74.06,0,0,0,32.75,0.34,61.29,347,313,110.99,87.06,23.93,90
2025-04-22,Hostel A Mess,Dinner,Chole_Bhature,74.06,0,0,0,32.75,0.34,61.29,706,666,315.59,246.9,68.69,105
2025-04-22,Hostel A Mess,Lunch,Paneer_Roti,74.06,0,0,0,32.75,0.34,61.29,709,689,343.41,301.68,41.73,110
2025-04-22,Hostel B Mess,Breakfast,Upma,82.39,0,0,0,32.75,0.34,61.29,406,396,136.82,116.35,20.47,90
2025-04-22,Hostel B Mess,Dinner,Pasta,82.39,0,0,0,32.75,0.34,61.29,710,695,311.25,257.11,54.14,105
2025-04-22,Hostel B Mess,Lunch,Veg_Pulao,82.39,0,0,0,32.75,0.34,61.29,829,808,421.02,346.74,74.28,110
2025-04-22,North Mess,Breakfast,Sandwich,89.7,0,0,0,32.75,0.34,61.29,431,409,139.37,118.88,20.49,90
2025-04-22,North Mess,Dinner,Roti_Dal,89.7,0,0,0,32.75,0.34,61.29,732,713,314.43,267.0,47.43,105
2025-04-22,North Mess,Lunch,Veg_Pulao,89.7,0,0,0,32.75,0.34,61.29,810,786,414.78,341.17,73.61,110
2025-04-22,South Mess,Breakfast,Poha,83.71,0,0,0,32.75,0.34,61.29,389,379,124.04,107.28,16.77,90
2025-04-22,South Mess,Dinner,Fried_Rice,83.71,0,0,0,32.75,0.34,61.29,651,627,296.68,244.39,52.28,105
2025-04-22,South Mess,Lunch,Veg_Pulao,83.71,0,0,0,32.75,0.34,61.29,712,689,349.57,295.62,53.95,110
2025-04-23,Academic Block Mess,Breakfast,Upma,65.71,0,1,0,36.51,1.57,63.72,162,158,53.32,46.82,6.5,90
2025-04-23,Academic Block Mess,Dinner,Fried_Rice,65.71,0,1,0,36.51,1.57,63.72,269,245,115.4,94.24,21.16,105
2025-04-23,Academic Block Mess,Lunch,Rice_Dal,65.71,0,1,0,36.51,1.57,63.72,327,311,156.93,131.76,25.18,110
2025-04-23,Central Mess,Breakfast,Upma,70.45,0,1,0,36.51,1.57,63.72,228,217,73.61,61.23,12.38,90
2025-04-23,Central Mess,Dinner,Fried_Rice,70.45,0,1,0,36.51,1.57,63.72,409,372,172.83,144.65,28.19,105
2025-04-23,Central Mess,Lunch,Rajma_Rice,70.45,0,1,0,36.51,1.57,63.72,471,440,233.71,186.34,47.37,110
2025-04-23,Hostel A Mess,Breakfast,Sandwich,70.2,0,1,0,36.51,1.57,63.72,173,159,58.34,46.01,12.33,90
2025-04-23,Hostel A Mess,Dinner,Roti_Dal,70.2,0,1,0,36.51,1.57,63.72,322,299,140.14,114.93,25.21,105
2025-04-23,Hostel A Mess,Lunch,Rice_Dal,70.2,0,1,0,36.51,1.57,63.72,360,332,176.36,145.82,30.54,110
2025-04-23,Hostel B Mess,Breakfast,Sandwich,64.98,0,1,0,36.51,1.57,63.72,205,201,67.21,58.62,8.6,90
2025-04-23,Hostel B Mess,Dinner,Chole_Bhature,64.98,0,1,0,36.51,1.57,63.72,437,427,195.15,158.78,36.37,105
2025-04-23,Hostel B Mess,Lunch,Biryani,64.98,0,1,0,36.51,1.57,63.72,503,481,242.95,202.92,40.03,110
2025-04-23,North Mess,Breakfast,Paratha,67.14,0,1,0,36.51,1.57,63.72,231,228,74.37,65.15,9.23,90
2025-04-23,North Mess,Dinner,Pasta,67.14,0,1,0,36.51,1.57,63.72,345,311,155.07,121.18,33.89,105
2025-04-23,North Mess,Lunch,Rice_Dal,67.14,0,1,0,36.51,1.57,63.72,434,406,217.75,172.92,44.82,110
2025-04-23,South Mess,Breakfast,Upma,66.86,0,1,0,36.51,1.57,63.72,195,190,63.66,53.08,10.59,90
2025-04-23,South Mess,Dinner,Fried_Rice,66.86,0,1,0,36.51,1.57,63.72,331,323,144.8,127.27,17.53,105
2025-04-23,South Mess,Lunch,Rice_Dal,66.86,0,1,0,36.51,1.57,63.72,369,355,177.03,154.18,22.85,110
2025-04-24,Academic Block Mess,Breakfast,Poha,90.97,0,0,0,31.37,0.0,58.13,342,324,115.58,91.99,23.59,90
2025-04-24,Academic Block Mess,Dinner,Roti_Dal,90.97,0,0,0,31.37,0.0,58.13,628,620,270.52,241.37,29.15,105
2025-04-24,Academic Block Mess,Lunch,Veg_Pulao,90.97,0,0,0,31.37,0.0,58.13,645,597,311.08,263.52,47.56,110
2025-04-24,Central Mess,Breakfast,Paratha,87.13,0,0,0,31.37,0.0,58.13,573,524,185.33,149.06,36.27,90
2025-04-24,Central Mess,Dinner,Chole_Bhature,87.13,0,0,0,31.37,0.0,58.13,948,932,422.4,358.53,63.88,105
2025-04-24,Central Mess,Lunch,Biryani,87.13,0,0,0,31.37,0.0,58.13,955,865,477.44,358.75,118.69,110
2025-04-24,Hostel A Mess,Breakfast,Poha,86.81,0,0,0,31.37,0.0,58.13,376,362,125.29,103.66,21.63,90
2025-04-24,Hostel A Mess,Dinner,Chole_Bhature,86.81,0,0,0,31.37,0.0,58.13,703,635,296.57,246.04,50.53,105
2025-04-24,Hostel A Mess,Lunch,Biryani,86.81,0,0,0,31.37,0.0,58.13,815,789,394.99,331.82,63.17,110
2025-04-24,Hostel B Mess,Breakfast,Paratha,81.08,0,0,0,31.37,0.0,58.13,537,490,181.02,137.93,43.09,90
2025-04-24,Hostel B Mess,Dinner,Khichdi,81.08,0,0,0,31.37,0.0,58.13,712,648,321.01,252.39,68.62,105
2025-04-24,Hostel B Mess,Lunch,Paneer_Roti,81.08,0,0,0,31.37,0.0,58.13,966,890,475.84,377.86,97.98,110
2025-04-24,North Mess,Breakfast,Sandwich,86.41,0,0,0,31.37,0.0,58.13,422,403,137.87,117.66,20.21,90
2025-04-24,North Mess,Dinner,Roti_Dal,86.41,0,0,0,31.37,0.0,58.13,801,772,339.94,299.76,40.18,105
2025-04-24,North Mess,Lunch,Paneer_Roti,86.41,0,0,0,31.37,0.0,58.13,912,846,456.2,359.03,97.17,110
2025-04-24,South Mess,Breakfast,Idli_Dosa,84.06,0,0,0,31.37,0.0,58.13,426,393,143.45,110.24,33.21,90
2025-04-24,South Mess,Dinner,Khichdi,84.06,0,0,0,31.37,0.0,58.13,630,591,278.36,229.48,48.88,105
2025-04-24,South Mess,Lunch,Paneer_Roti,84.06,0,0,0,31.37,0.0,58.13,792,717,399.86,308.28,91.58,110
2025-04-25,Academic Block Mess,Breakfast,Upma,81.61,0,0,0,31.11,0.58,60.92,332,303,110.96,85.04,25.92,90
2025-04-25,Academic Block Mess,Dinner,Chole_Bhature,81.61,0,0,0,31.11,0.58,60.92,698,663,297.7,259.71,37.99,105
2025-04-25,Academic Block Mess,Lunch,Biryani,81.61,0,0,0,31.11,0.58,60.92,687,680,331.84,300.71,31.13,110
2025-04-25,Central Mess,Breakfast,Sandwich,79.11,0,0,0,31.11,0.58,60.92,440,426,145.05,125.71,19.34,90
2025-04-25,Central Mess,Dinner,Khichdi,79.11,0,0,0,31.11,0.58,60.92,705,686,312.53,258.96,53.58,105
2025-04-25,Central Mess,Lunch,Rice_Dal,79.11,0,0,0,31.11,0.58,60.92,907,888,464.14,388.39,75.74,110
2025-04-25,Hostel A Mess,Breakfast,Sandwich,90.64,0,0,0,31.11,0.58,60.92,371,365,126.59,108.0,18.58,90
2025-04-25,Hostel A Mess,Dinner,Khichdi,90.64,0,0,0,31.11,0.58,60.92,555,534,243.82,198.49,45.33,105
2025-04-25,Hostel A Mess,Lunch,Biryani,90.64,0,0,0,31.11,0.58,60.92,787,743,403.34,312.71,90.63,110
2025-04-25,Hostel B Mess,Breakfast,Idli_Dosa,86.57,0,0,0,31.11,0.58,60.92,491,469,160.03,134.87,25.16,90
2025-04-25,Hostel B Mess,Dinner,Khichdi,86.57,0,0,0,31.11,0.58,60.92,751,691,329.79,265.48,64.31,105
2025-04-25,Hostel B Mess,Lunch,Biryani,86.57,0,0,0,31.11,0.58,60.92,1009,944,501.6,399.12,102.48,110
2025-04-25,North Mess,Breakfast,Upma,81.72,0,0,0,31.11,0.58,60.92,438,409,141.47,114.45,27.02,90
2025-04-25,North Mess,Dinner,Roti_Dal,81.72,0,0,0,31.11,0.58,60.92,764,737,334.78,279.24,55.53,105
2025-04-25,North Mess,Lunch,Paneer_Roti,81.72,0,0,0,31.11,0.58,60.92,853,838,434.0,356.43,77.56,110
2025-04-25,South Mess,Breakfast,Poha,95.6,0,0,0,31.11,0.58,60.92,412,405,137.12,119.68,17.44,90
2025-04-25,South Mess,Dinner,Chole_Bhature,95.6,0,0,0,31.11,0.58,60.92,761,717,325.38,271.55,53.83,105
2025-04-25,South Mess,Lunch,Veg_Pulao,95.6,0,0,0,31.11,0.58,60.92,745,733,380.97,325.65,55.33,110
2025-04-26,Academic Block Mess,Breakfast,Upma,90.93,0,0,0,32.33,0.32,60.83,268,247,89.87,71.58,18.29,90
2025-04-26,Academic Block Mess,Dinner,Khichdi,90.93,0,0,0,32.33,0.32,60.83,432,412,194.93,158.41,36.51,105
2025-04-26,Academic Block Mess,Lunch,Rice_Dal,90.93,0,0,0,32.33,0.32,60.83,554,508,277.66,215.29,62.37,110
2025-04-26,Central Mess,Breakfast,Upma,83.51,0,0,0,32.33,0.32,60.83,325,312,105.66,86.39,19.27,90
2025-04-26,Central Mess,Dinner,Khichdi,83.51,0,0,0,32.33,0.32,60.83,621,564,275.73,217.23,58.51,105
2025-04-26,Central Mess,Lunch,Veg_Pulao,83.51,0,0,0,32.33,0.32,60.83,701,673,335.67,287.79,47.88,110
2025-04-26,Hostel A Mess,Breakfast,Sandwich,86.09,0,0,0,32.33,0.32,60.83,267,246,85.07,69.78,15.29,90
2025-04-26,Hostel A Mess,Dinner,Roti_Dal,86.09,0,0,0,32.33,0.32,60.83,507,499,214.43,189.43,25.0,105
2025-04-26,Hostel A Mess,Lunch,Rajma_Rice,86.09,0,0,0,32.33,0.32,60.83,565,530,274.22,231.76,42.46,110
2025-04-26,Hostel B Mess,Breakfast,Poha,83.27,0,0,0,32.33,0.32,60.83,343,317,110.1,89.79,20.31,90
2025-04-26,Hostel B Mess,Dinner,Khichdi,83.27,0,0,0,32.33,0.32,60.83,604,591,260.79,233.32,27.48,105
2025-04-26,Hostel B Mess,Lunch,Biryani,83.27,0,0,0,32.33,0.32,60.83,770,722,375.88,320.83,55.05,110
2025-04-26,North Mess,Breakfast,Poha,88.41,0,0,0,32.33,0.32,60.83,352,330,119.76,97.77,21.99,90
2025-04-26,North Mess,Dinner,Khichdi,88.41,0,0,0,32.33,0.32,60.83,559,550,242.38,206.45,35.93,105
2025-04-26,North Mess,Lunch,Rice_Dal,88.41,0,0,0,32.33,0.32,60.83,682,629,342.02,260.81,81.21,110
2025-04-26,South Mess,Breakfast,Upma,90.3,0,0,0,32.33,0.32,60.83,293,286,99.5,82.05,17.45,90
2025-04-26,South Mess,Dinner,Chole_Bhature,90.3,0,0,0,32.33,0.32,60.83,542,502,239.56,196.05,43.51,105
2025-04-26,South Mess,Lunch,Rajma_Rice,90.3,0,0,0,32.33,0.32,60.83,646,631,330.47,267.76,62.71,110
2025-04-27,Academic Block Mess,Breakfast,Poha,87.47,0,0,0,35.63,0.0,58.7,283,279,93.58,79.98,13.6,90
2025-04-27,Academic Block Mess,Dinner,Roti_Dal,87.47,0,0,0,35.63,0.0,58.7,474,453,213.83,167.54,46.29,105
2025-04-27,Academic Block Mess,Lunch,Paneer_Roti,87.47,0,0,0,35.63,0.0,58.7,594,572,302.82,247.61,55.2,110
2025-04-27,Central Mess,Breakfast,Poha,87.32,0,0,0,35.63,0.0,58.7,376,355,120.68,100.62,20.06,90
2025-04-27,Central Mess,Dinner,Chole_Bhature,87.32,0,0,0,35.63,0.0,58.7,675,609,287.74,226.94,60.8,105
2025-04-27,Central Mess,Lunch,Rice_Dal,87.32,0,0,0,35.63,0.0,58.7,757,726,375.84,315.38,60.46,110
2025-04-27,Hostel A Mess,Breakfast,Poha,89.19,0,0,0,35.63,0.0,58.7,294,268,98.03,74.66,23.37,90
2025-04-27,Hostel A Mess,Dinner,Fried_Rice,89.19,0,0,0,35.63,0.0,58.7,530,513,226.42,189.29,37.13,105
2025-04-27,Hostel A Mess,Lunch,Paneer_Roti,89.19,0,0,0,35.63,0.0,58.7,594,540,297.28,225.93,71.35,110
