date,mess_name,meal_type,menu_name,hostel_occupancy_pct,exam_day,holiday,special_event,temperature_c,rainfall_mm,humidity_pct,students_expected,students_present,food_prepared_kg,food_consumed_kg,food_wasted_kg,food_cost_per_kg,day_of_week,day_of_week_num,month,is_weekend,semester,portion_kg,planned_preparation_kg,waste_rate,lag_1,lag_7,rolling_7_demand
2025-10-05,Central Mess,Breakfast,Idli_Dosa,75.98,0,0,0,19.45,2.72,59.72,377,355,125.6,100.5,25.099999999999994,90,Sunday,6,10,1,5,0.3,122.148,0.1998407643312101,333.0,325.0,426.57142857142856
2025-10-06,Central Mess,Breakfast,Poha,81.8,0,0,0,17.35,0.0,56.32,496,458,164.7,133.73,30.97,90,Monday,0,10,0,5,0.3,160.70399999999998,0.1880388585306618,355.0,496.0,430.85714285714283
2025-10-07,Central Mess,Breakfast,Idli_Dosa,91.39,0,0,0,20.66,0.84,52.63,541,489,176.79,135.89,40.900000000000006,90,Tuesday,1,10,0,5,0.3,175.284,0.2313479269189434,458.0,469.0,425.42857142857144
2025-10-08,Central Mess,Breakfast,Paratha,77.29,0,0,0,20.84,0.0,60.77,504,465,169.18,136.13,33.05000000000001,90,Wednesday,2,10,0,5,0.3,163.296,0.1953540607636837,489.0,474.0,428.2857142857143
2025-10-09,Central Mess,Breakfast,Paratha,65.88,0,0,0,20.53,0.01,60.89,518,505,172.13,144.49,27.639999999999983,90,Thursday,3,10,0,5,0.3,167.83200000000002,0.160576308603962,465.0,423.0,427.0
2025-10-10,Central Mess,Breakfast,Upma,85.45,0,0,0,18.33,0.0,62.19,467,462,156.13,135.03,21.099999999999994,90,Friday,4,10,0,5,0.3,151.308,0.135143790431051,505.0,466.0,438.7142857142857
2025-10-11,Central Mess,Breakfast,Idli_Dosa,83.67,0,0,0,19.44,0.03,64.46,404,381,135.26,105.76,29.499999999999982,90,Saturday,5,10,1,5,0.3,130.896,0.2180984770072452,462.0,333.0,438.14285714285717
2025-10-12,Central Mess,Breakfast,Sandwich,69.13,0,0,0,19.22,2.65,64.42,378,354,121.4,97.86,23.540000000000006,90,Sunday,6,10,1,5,0.3,122.472,0.1939044481054366,381.0,355.0,445.0
2025-10-13,Central Mess,Breakfast,Paratha,70.69,0,0,0,18.71,0.0,57.02,512,493,165.71,145.71,20.0,90,Monday,0,10,0,5,0.3,165.888,0.1206927765373242,354.0,458.0,444.85714285714283
2025-10-14,Central Mess,Breakfast,Idli_Dosa,76.09,0,0,0,18.56,0.61,57.82,495,484,161.16,142.13,19.03,90,Tuesday,1,10,0,5,0.3,160.38000000000002,0.1180814097791015,493.0,489.0,449.85714285714283
2025-10-15,Central Mess,Breakfast,Sandwich,73.71,0,0,0,19.67,0.0,62.3,436,393,140.87,112.89,27.980000000000004,90,Wednesday,2,10,0,5,0.3,141.26399999999998,0.1986228437566551,484.0,465.0,449.14285714285717
2025-10-16,Central Mess,Breakfast,Paratha,73.9,0,0,0,20.02,0.0,49.28,499,480,165.48,137.7,27.78,90,Thursday,3,10,0,5,0.3,161.676,0.1678752719361856,393.0,505.0,438.85714285714283
2025-10-17,Central Mess,Breakfast,Upma,85.14,0,0,0,23.29,0.0,63.63,463,437,147.08,128.05,19.03,90,Friday,4,10,0,5,0.3,150.01200000000003,0.129385368506935,480.0,462.0,435.2857142857143
2025-10-18,Central Mess,Breakfast,Upma,81.95,0,0,0,22.91,4.81,60.15,359,354,119.8,100.34,19.459999999999997,90,Saturday,5,10,1,5,0.3,116.31600000000002,0.1624373956594323,437.0,381.0,431.7142857142857
2025-10-19,Central Mess,Breakfast,Idli_Dosa,81.66,0,0,0,16.89,0.0,58.77,389,356,130.46,100.51,29.950000000000003,90,Sunday,6,10,1,5,0.3,126.036,0.2295722826920128,354.0,354.0,427.85714285714283
2025-10-20,Central Mess,Breakfast,Paratha,84.53,0,0,0,18.62,0.0,64.54,559,528,189.21,150.6,38.610000000000014,90,Monday,0,10,0,5,0.3,181.116,0.2040589820833994,356.0,493.0,428.14285714285717
2025-10-21,Central Mess,Breakfast,Idli_Dosa,94.98,0,0,0,21.42,0.28,62.51,560,545,187.91,155.02,32.889999999999986,90,Tuesday,1,10,0,5,0.3,181.44,0.1750305997552018,528.0,484.0,433.14285714285717
2025-10-22,Central Mess,Breakfast,Poha,78.04,0,0,0,20.18,0.0,56.63,470,448,151.29,130.01,21.28,90,Wednesday,2,10,0,5,0.3,152.28,0.1406570163262608,545.0,393.0,441.85714285714283
2025-10-23,Central Mess,Breakfast,Poha,81.29,0,0,0,20.74,0.0,50.42,481,456,155.23,129.13,26.099999999999994,90,Thursday,3,10,0,5,0.3,155.844,0.1681376022676028,448.0,480.0,449.7142857142857
2025-10-24,Central Mess,Breakfast,Poha,73.97,0,0,0,19.53,0.0,60.2,459,417,151.52,120.02,31.50000000000001,90,Friday,4,10,0,5,0.3,148.716,0.2078933474128828,456.0,437.0,446.2857142857143
2025-10-25,Central Mess,Breakfast,Idli_Dosa,74.5,0,0,0,21.17,0.0,61.64,360,340,123.02,94.49,28.53,90,Saturday,5,10,1,5,0.3,116.64,0.2319135099983742,417.0,354.0,443.42857142857144
2025-10-26,Central Mess,Breakfast,Sandwich,77.28,0,0,0,21.36,0.6,65.31,342,326,109.0,91.76,17.239999999999995,90,Sunday,6,10,1,5,0.3,110.808,0.1581651376146788,340.0,356.0,441.42857142857144
2025-10-27,Central Mess,Breakfast,Sandwich,77.03,0,0,0,18.84,2.78,65.94,455,444,144.59,123.73,20.86,90,Monday,0,10,0,5,0.3,147.42000000000002,0.1442700048412753,326.0,528.0,437.14285714285717
2025-10-28,Central Mess,Breakfast,Poha,76.85,0,0,0,24.2,0.0,70.56,483,456,163.09,130.46,32.629999999999995,90,Tuesday,1,10,0,5,0.3,156.49200000000002,0.200073579005457,444.0,545.0,425.14285714285717
2025-10-29,Central Mess,Breakfast,Poha,63.08,0,1,0,20.88,0.0,60.26,238,216,79.02,61.35,17.669999999999995,90,Wednesday,2,10,0,5,0.3,77.112,0.2236142748671221,456.0,448.0,412.42857142857144
2025-10-30,Central Mess,Breakfast,Sandwich,73.5,0,0,0,19.76,0.68,52.1,447,423,147.06,122.16,24.90000000000001,90,Thursday,3,10,0,5,0.3,144.828,0.1693186454508364,216.0,456.0,379.2857142857143
2025-10-31,Central Mess,Breakfast,Upma,80.54,0,0,0,16.62,0.93,55.13,456,441,146.62,129.1,17.52000000000001,90,Friday,4,10,0,5,0.3,147.744,0.1194925658163962,423.0,417.0,374.57142857142856
2025-11-01,Central Mess,Breakfast,Idli_Dosa,75.31,0,0,0,21.73,0.0,53.65,413,389,131.34,114.73,16.61,90,Saturday,5,11,1,5,0.3,133.812,0.126465661641541,441.0,340.0,378.0
2025-11-02,Central Mess,Breakfast,Idli_Dosa,77.38,0,0,0,21.4,0.0,57.01,378,374,127.72,110.19,17.53,90,Sunday,6,11,1,5,0.3,122.472,0.1372533667397432,389.0,326.0,385.0
2025-11-03,Central Mess,Breakfast,Poha,75.31,0,0,0,17.97,1.35,58.82,485,453,165.06,131.72,33.34,90,Monday,0,11,0,5,0.3,157.14,0.2019871561856294,374.0,444.0,391.85714285714283
2025-11-04,Central Mess,Breakfast,Sandwich,79.62,0,0,0,23.53,3.75,62.89,466,433,148.81,127.02,21.790000000000006,90,Tuesday,1,11,0,5,0.3,150.98399999999998,0.1464283314293394,453.0,456.0,393.14285714285717
2025-11-05,Central Mess,Breakfast,Sandwich,80.5,0,0,0,18.72,0.0,64.53,461,440,155.76,124.28,31.47999999999999,90,Wednesday,2,11,0,5,0.3,149.364,0.202105803800719,433.0,216.0,389.85714285714283
2025-11-06,Central Mess,Breakfast,Paratha,85.12,0,0,0,24.03,0.0,56.46,528,480,177.16,137.61,39.54999999999998,90,Thursday,3,11,0,5,0.3,171.07200000000003,0.2232445247234137,440.0,423.0,421.85714285714283
2025-11-07,Central Mess,Breakfast,Upma,65.86,0,1,0,21.43,1.6,71.69,221,218,71.96,62.41,9.549999999999995,90,Friday,4,11,0,5,0.3,71.604,0.1327126181211784,480.0,441.0,430.0
2025-11-08,Central Mess,Breakfast,Poha,71.52,0,0,0,25.08,0.0,59.8,353,321,117.22,94.29,22.929999999999996,90,Saturday,5,11,1,5,0.3,114.372,0.1956150827503838,218.0,389.0,398.14285714285717
2025-11-09,Central Mess,Breakfast,Paratha,84.51,0,0,0,23.04,2.68,68.38,441,424,145.18,122.28,22.90000000000001,90,Sunday,6,11,1,5,0.3,142.884,0.157735225237636,321.0,374.0,388.42857142857144
2025-11-10,Central Mess,Breakfast,Upma,57.87,0,1,0,23.17,0.02,59.02,203,196,66.65,54.42,12.230000000000004,90,Monday,0,11,0,5,0.3,65.772,0.1834958739684921,424.0,453.0,395.57142857142856
2025-11-11,Central Mess,Breakfast,Upma,80.8,0,0,0,19.01,0.1,62.51,453,443,148.56,128.94,19.620000000000005,90,Tuesday,1,11,0,5,0.3,146.77200000000002,0.1320678513731825,196.0,433.0,358.85714285714283
2025-11-12,Central Mess,Breakfast,Sandwich,74.21,0,0,0,20.12,5.03,67.94,437,431,144.73,125.55,19.179999999999996,90,Wednesday,2,11,0,5,0.3,141.588,0.1325226283424307,443.0,440.0,360.2857142857143
2025-11-13,Central Mess,Breakfast,Poha,77.51,0,0,0,24.18,0.0,61.21,464,431,158.03,125.59,32.44,90,Thursday,3,11,0,5,0.3,150.33599999999998,0.2052774789596911,431.0,480.0,359.0
2025-11-14,Central Mess,Breakfast,Idli_Dosa,82.63,0,0,0,21.65,1.85,60.53,526,476,168.94,138.93,30.00999999999999,90,Friday,4,11,0,5,0.3,170.424,0.1776370308985438,431.0,218.0,352.0
2025-11-15,Central Mess,Breakfast,Paratha,73.48,0,0,0,21.59,2.16,67.03,430,395,143.99,114.78,29.210000000000008,90,Saturday,5,11,1,5,0.3,139.32000000000002,0.2028613098131815,476.0,321.0,388.85714285714283
2025-11-16,Central Mess,Breakfast,Idli_Dosa,75.25,0,0,0,22.66,0.78,47.75,386,379,128.06,108.86,19.200000000000003,90,Sunday,6,11,1,5,0.3,125.064,0.1499297204435421,395.0,424.0,399.42857142857144
2025-11-17,Central Mess,Breakfast,Idli_Dosa,83.51,0,0,0,23.65,0.0,51.31,482,456,158.77,131.67,27.100000000000023,90,Monday,0,11,0,5,0.3,156.168,0.1706871575234617,379.0,196.0,393.0
2025-11-18,Central Mess,Breakfast,Upma,74.8,0,0,0,20.42,0.05,62.84,443,410,146.32,120.7,25.61999999999999,90,Tuesday,1,11,0,5,0.3,143.532,0.1750956806998359,456.0,443.0,430.14285714285717
2025-11-19,Central Mess,Breakfast,Sandwich,81.83,0,0,0,21.83,2.04,75.08,468,437,151.3,120.74,30.560000000000016,90,Wednesday,2,11,0,5,0.3,151.632,0.2019828155981494,410.0,431.0,425.42857142857144
2025-11-20,Central Mess,Breakfast,Paratha,84.24,0,0,1,23.04,0.0,59.0,559,529,185.48,151.55,33.92999999999998,90,Thursday,3,11,0,5,0.3,181.116,0.1829307742074616,437.0,431.0,426.2857142857143
2025-11-21,Central Mess,Breakfast,Poha,86.93,0,0,0,23.54,3.16,65.45,479,464,152.36,132.01,20.350000000000023,90,Friday,4,11,0,5,0.3,155.196,0.1335652402205304,529.0,476.0,440.2857142857143
2025-11-22,Central Mess,Breakfast,Sandwich,79.35,0,0,0,24.37,0.4,63.63,376,370,128.44,103.11,25.33,90,Saturday,5,11,1,5,0.3,121.824,0.197212706322018,464.0,395.0,438.57142857142856
2025-11-23,Central Mess,Breakfast,Sandwich,72.9,0,0,0,21.42,5.33,62.92,356,351,115.26,99.66,15.600000000000009,90,Sunday,6,11,1,5,0.3,115.344,0.1353461738677772,370.0,379.0,435.0
2025-11-24,Central Mess,Breakfast,Idli_Dosa,71.97,0,0,0,21.53,0.0,60.24,502,457,164.14,127.87,36.26999999999998,90,Monday,0,11,0,5,0.3,162.648,0.220969903740709,351.0,456.0,431.0
2025-11-25,Central Mess,Breakfast,Upma,79.24,0,0,0,21.25,1.33,62.14,422,401,135.35,115.57,19.78,90,Tuesday,1,11,0,5,0.3,136.728,0.1461396379756187,457.0,410.0,431.14285714285717
2025-11-26,Central Mess,Breakfast,Upma,66.82,0,1,0,26.22,3.26,67.9,233,217,76.93,60.42,16.510000000000005,90,Wednesday,2,11,0,5,0.3,75.49199999999999,0.2146106850383466,401.0,437.0,429.85714285714283
2025-11-27,Central Mess,Breakfast,Poha,73.19,0,0,0,22.31,0.75,57.26,477,456,151.15,134.12,17.03,90,Thursday,3,11,0,5,0.3,154.548,0.1126695335759179,217.0,529.0,398.42857142857144
2025-11-28,Central Mess,Breakfast,Idli_Dosa,85.86,0,0,0,23.46,1.87,57.7,530,510,175.91,145.43,30.47999999999999,90,Friday,4,11,0,5,0.3,171.72,0.1732704223750781,456.0,464.0,388.0
2025-11-29,Central Mess,Breakfast,Idli_Dosa,87.25,0,0,0,21.07,1.75,59.96,396,379,132.23,107.02,25.209999999999997,90,Saturday,5,11,1,5,0.3,128.304,0.1906526506844134,510.0,370.0,394.57142857142856
2025-11-30,Central Mess,Breakfast,Paratha,67.54,0,1,0,25.21,0.0,52.18,203,200,68.68,56.56,12.120000000000005,90,Sunday,6,11,1,5,0.3,65.772,0.1764705882352941,379.0,351.0,395.85714285714283
2025-12-01,Central Mess,Breakfast,Idli_Dosa,78.42,0,0,0,22.37,0.0,62.19,540,498,180.02,146.38,33.640000000000015,90,Monday,0,12,0,0,0.3,174.96,0.1868681257638041,200.0,457.0,374.2857142857143
2025-12-02,Central Mess,Breakfast,Paratha,89.87,0,0,0,23.89,0.0,48.44,574,533,191.13,153.98,37.150000000000006,90,Tuesday,1,12,0,0,0.3,185.976,0.1943703238633391,498.0,401.0,380.14285714285717
2025-12-03,Central Mess,Breakfast,Idli_Dosa,79.72,0,0,0,21.36,0.0,64.34,502,473,158.82,135.71,23.109999999999985,90,Wednesday,2,12,0,0,0.3,162.648,0.1455106409772068,533.0,217.0,399.0
2025-12-04,Central Mess,Breakfast,Idli_Dosa,78.17,0,0,0,24.03,0.0,69.64,517,497,165.88,139.07,26.81,90,Thursday,3,12,0,0,0.3,167.508,0.161622859898722,473.0,456.0,435.57142857142856
2025-12-05,Central Mess,Breakfast,Upma,72.31,1,0,0,21.82,0.0,61.94,384,351,121.85,98.19,23.66,90,Friday,4,12,0,0,0.3,124.416,0.1941731637258924,497.0,510.0,441.42857142857144
2025-12-06,Central Mess,Breakfast,Upma,74.31,1,0,0,24.81,0.0,62.25,324,316,109.64,92.98,16.659999999999997,90,Saturday,5,12,1,0,0.3,104.976,0.1519518423932871,351.0,379.0,418.7142857142857
2025-12-07,Central Mess,Breakfast,Paratha,80.84,0,0,0,22.69,3.15,59.61,432,398,140.55,112.65,27.90000000000001,90,Sunday,6,12,1,0,0.3,139.968,0.1985058697972252,316.0,200.0,409.7142857142857
2025-12-08,Central Mess,Breakfast,Sandwich,77.59,0,0,0,24.01,1.02,61.69,470,429,157.5,120.16,37.34,90,Monday,0,12,0,0,0.3,152.28,0.2370793650793651,398.0,498.0,438.0
2025-12-09,Central Mess,Breakfast,Sandwich,81.31,0,0,0,27.66,0.0,57.39,438,406,148.77,118.22,30.55000000000001,90,Tuesday,1,12,0,0,0.3,141.912,0.2053505411037172,429.0,533.0,428.14285714285717
2025-12-10,Central Mess,Breakfast,Upma,85.68,0,0,0,23.61,0.0,59.55,466,430,155.51,124.22,31.289999999999992,90,Wednesday,2,12,0,0,0.3,150.98399999999998,0.2012089254710307,406.0,473.0,410.0
2025-12-11,Central Mess,Breakfast,Upma,74.29,0,0,0,26.77,2.73,59.04,473,447,154.74,123.54,31.200000000000003,90,Thursday,3,12,0,0,0.3,153.252,0.2016285381930981,430.0,497.0,403.85714285714283
2025-12-12,Central Mess,Breakfast,Paratha,76.59,0,0,0,20.73,0.0,55.86,494,476,156.11,135.75,20.360000000000014,90,Friday,4,12,0,0,0.3,160.056,0.1304208570879508,447.0,351.0,396.7142857142857
2025-12-13,Central Mess,Breakfast,Idli_Dosa,86.12,0,0,0,24.74,0.0,59.66,396,390,126.39,109.72,16.67,90,Saturday,5,12,1,0,0.3,128.304,0.1318933459925627,476.0,316.0,414.57142857142856
2025-12-14,Central Mess,Breakfast,Upma,74.93,0,0,0,24.46,0.0,69.64,344,336,112.3,94.17,18.129999999999995,90,Sunday,6,12,1,0,0.3,111.45600000000002,0.1614425645592163,390.0,398.0,425.14285714285717
2025-12-15,Central Mess,Breakfast,Upma,59.63,0,1,0,19.51,5.08,78.02,218,204,68.94,59.54,9.4,90,Monday,0,12,0,0,0.3,70.63199999999999,0.1363504496663765,336.0,429.0,416.2857142857143
2025-12-16,Central Mess,Breakfast,Paratha,77.4,0,0,0,26.42,0.23,63.78,563,514,181.91,144.58,37.329999999999984,90,Tuesday,1,12,0,0,0.3,182.412,0.2052113682590291,204.0,406.0,384.14285714285717
2025-12-17,Central Mess,Breakfast,Idli_Dosa,75.64,0,0,0,27.38,0.0,59.13,504,498,159.86,141.85,18.01000000000002,90,Wednesday,2,12,0,0,0.3,163.296,0.1126610784436382,514.0,430.0,399.57142857142856
2025-12-18,Central Mess,Breakfast,Poha,84.09,0,0,0,24.2,0.0,57.65,492,469,166.74,130.19,36.55000000000001,90,Thursday,3,12,0,0,0.3,159.40800000000002,0.2192035504378074,498.0,447.0,409.2857142857143
2025-12-19,Central Mess,Breakfast,Poha,85.52,0,0,1,23.53,1.75,58.97,509,495,162.55,142.97,19.580000000000013,90,Friday,4,12,0,0,0.3,164.916,0.1204552445401415,469.0,476.0,412.42857142857144
2025-12-20,Central Mess,Breakfast,Poha,89.83,0,0,0,27.54,0.44,55.34,372,338,121.77,93.52,28.25,90,Saturday,5,12,1,0,0.3,120.528,0.2319947441898661,495.0,390.0,415.14285714285717
2025-12-21,Central Mess,Breakfast,Idli_Dosa,71.69,1,0,0,25.79,0.0,57.35,339,333,112.03,95.75,16.28,90,Sunday,6,12,1,0,0.3,109.836,0.1453182183343747,338.0,336.0,407.7142857142857
2025-12-22,Central Mess,Breakfast,Sandwich,85.54,1,0,0,26.55,2.17,62.08,416,377,140.06,107.33,32.730000000000004,90,Monday,0,12,0,0,0.3,134.784,0.2336855633300014,333.0,204.0,407.2857142857143
2025-12-23,Central Mess,Breakfast,Sandwich,81.19,0,0,0,23.67,0.0,58.52,476,442,153.51,130.93,22.579999999999984,90,Tuesday,1,12,0,0,0.3,154.224,0.1470913946974137,377.0,514.0,432.0
2025-12-24,Central Mess,Breakfast,Upma,92.16,0,0,0,23.03,0.0,54.94,456,429,147.83,121.26,26.570000000000007,90,Wednesday,2,12,0,0,0.3,147.744,0.1797334776432388,442.0,498.0,421.7142857142857
2025-12-25,Central Mess,Breakfast,Upma,81.44,0,0,0,24.26,2.07,58.26,454,421,151.79,116.89,34.89999999999999,90,Thursday,3,12,0,0,0.3,147.096,0.2299229198234402,429.0,469.0,411.85714285714283
2025-12-26,Central Mess,Breakfast,Sandwich,82.74,0,0,0,24.74,2.18,63.0,447,420,144.79,118.23,26.559999999999988,90,Friday,4,12,0,0,0.3,144.828,0.1834380827405206,421.0,495.0,405.0
2025-12-27,Central Mess,Breakfast,Upma,81.35,0,0,0,26.29,0.0,59.16,351,347,111.12,100.78,10.340000000000003,90,Saturday,5,12,1,0,0.3,113.724,0.0930525557955363,420.0,338.0,394.2857142857143
2025-12-28,Central Mess,Breakfast,Poha,76.23,0,0,0,27.91,4.15,66.59,360,332,120.45,93.2,27.25,90,Sunday,6,12,1,0,0.3,116.64,0.2262349522623495,347.0,333.0,395.57142857142856
2025-12-29,Central Mess,Breakfast,Sandwich,77.6,1,0,0,27.2,0.0,61.65,420,379,136.75,106.5,30.25,90,Monday,0,12,0,0,0.3,136.08,0.2212065813528336,332.0,377.0,395.42857142857144
2025-12-30,Central Mess,Breakfast,Poha,82.8,0,0,0,28.0,0.6,69.61,475,431,159.39,124.7,34.68999999999998,90,Tuesday,1,12,0,0,0.3,153.9,0.2176422611205219,379.0,442.0,395.7142857142857
2025-12-31,Central Mess,Breakfast,Idli_Dosa,74.52,1,0,0,26.34,0.0,66.46,443,402,144.23,115.87,28.359999999999985,90,Wednesday,2,12,0,0,0.3,143.532,0.196630382028704,431.0,429.0,394.14285714285717
2026-01-01,Central Mess,Breakfast,Paratha,79.09,0,0,0,25.77,0.0,62.56,514,475,163.32,137.71,25.609999999999985,90,Thursday,3,1,0,4,0.3,166.536,0.1568087190791084,402.0,421.0,390.2857142857143
2026-01-02,Central Mess,Breakfast,Idli_Dosa,82.12,0,0,0,26.23,0.08,60.42,492,478,163.34,137.71,25.629999999999995,90,Friday,4,1,0,4,0.3,159.40800000000002,0.1569119627770294,475.0,420.0,398.0
2026-01-03,Central Mess,Breakfast,Sandwich,73.4,0,0,0,23.89,0.0,68.7,353,318,112.45,88.48,23.97,90,Saturday,5,1,1,4,0.3,114.372,0.2131614050689195,478.0,347.0,406.2857142857143
2026-01-04,Central Mess,Breakfast,Upma,80.33,0,0,0,27.43,1.1,59.34,334,327,112.08,94.4,17.679999999999993,90,Sunday,6,1,1,4,0.3,108.216,0.1577444682369735,318.0,332.0,402.14285714285717
2026-01-05,Central Mess,Breakfast,Poha,83.97,0,0,0,27.29,0.0,70.1,493,485,159.65,142.73,16.920000000000016,90,Monday,0,1,0,4,0.3,159.73200000000003,0.1059818352646415,327.0,379.0,401.42857142857144
2026-01-06,Central Mess,Breakfast,Poha,74.48,0,0,0,27.7,1.43,61.39,465,443,154.0,123.83,30.17,90,Tuesday,1,1,0,4,0.3,150.66,0.1959090909090909,485.0,431.0,416.57142857142856
2026-01-07,Central Mess,Breakfast,Poha,89.52,0,0,0,29.97,0.0,58.75,478,444,162.84,122.87,39.97,90,Wednesday,2,1,0,4,0.3,154.872,0.2454556619995087,443.0,402.0,418.2857142857143
2026-01-08,Central Mess,Breakfast,Idli_Dosa,77.89,0,0,0,29.74,0.79,65.33,508,463,162.86,129.39,33.47000000000003,90,Thursday,3,1,0,4,0.3,164.592,0.2055139383519588,444.0,475.0,424.2857142857143
2026-01-09,Central Mess,Breakfast,Idli_Dosa,75.14,0,0,0,26.64,0.06,56.1,472,453,160.0,133.44,26.56,90,Friday,4,1,0,4,0.3,152.928,0.166,463.0,478.0,422.57142857142856
2026-01-10,Central Mess,Breakfast,Upma,88.78,0,0,0,27.6,0.0,67.81,360,354,119.83,98.92,20.91,90,Saturday,5,1,1,4,0.3,116.64,0.1744972043728615,453.0,318.0,419.0
2026-01-11,Central Mess,Breakfast,Sandwich,84.59,0,0,0,29.25,0.0,50.37,355,340,114.75,96.46,18.290000000000006,90,Sunday,6,1,1,4,0.3,115.02,0.1593899782135076,354.0,327.0,424.14285714285717
2026-01-12,Central Mess,Breakfast,Sandwich,89.57,0,0,0,27.88,2.72,60.5,487,481,166.41,137.99,28.419999999999987,90,Monday,0,1,0,4,0.3,157.788,0.1707830058289765,340.0,485.0,426.0
2026-01-13,Central Mess,Breakfast,Upma,78.47,0,0,0,28.98,0.0,62.27,437,415,140.59,122.22,18.370000000000005,90,Tuesday,1,1,0,4,0.3,141.588,0.1306636318372573,481.0,443.0,425.42857142857144
2026-01-14,Central Mess,Breakfast,Upma,84.05,0,0,0,28.75,0.0,68.62,457,412,153.73,114.89,38.83999999999999,90,Wednesday,2,1,0,4,0.3,148.068,0.2526507513172444,415.0,444.0,421.42857142857144
2026-01-15,Central Mess,Breakfast,Paratha,81.96,0,0,0,31.24,0.0,54.31,527,508,172.72,146.44,26.28,90,Thursday,3,1,0,4,0.3,170.74800000000002,0.1521537748957851,412.0,463.0,416.85714285714283
2026-01-16,Central Mess,Breakfast,Poha,82.77,0,0,0,24.33,1.32,56.38,481,451,162.35,129.46,32.889999999999986,90,Friday,4,1,0,4,0.3,155.844,0.2025870033877424,508.0,453.0,423.2857142857143
2026-01-17,Central Mess,Breakfast,Sandwich,79.59,0,0,0,30.92,0.0,53.41,326,309,106.22,87.19,19.03,90,Saturday,5,1,1,4,0.3,105.624,0.1791564677085294,451.0,354.0,423.0
2026-01-18,Central Mess,Breakfast,Idli_Dosa,87.67,0,0,0,29.71,0.0,63.03,428,406,143.64,114.93,28.70999999999998,90,Sunday,6,1,1,4,0.3,138.67200000000005,0.1998746867167918,309.0,340.0,416.57142857142856
2026-01-19,Central Mess,Breakfast,Idli_Dosa,68.34,0,0,0,27.5,0.0,63.74,503,458,161.5,134.93,26.569999999999997,90,Monday,0,1,0,4,0.3,162.972,0.1645201238390092,406.0,481.0,426.0
2026-01-20,Central Mess,Breakfast,Idli_Dosa,84.47,0,0,0,30.51,0.0,58.42,525,517,166.5,153.07,13.430000000000009,90,Tuesday,1,1,0,4,0.3,170.10000000000002,0.0806606606606607,458.0,415.0,422.7142857142857
2026-01-21,Central Mess,Breakfast,Idli_Dosa,73.43,1,0,0,29.72,5.31,65.59,460,433,151.02,127.64,23.38000000000001,90,Wednesday,2,1,0,4,0.3,149.04000000000002,0.1548139319295458,517.0,412.0,437.2857142857143
2026-01-22,Central Mess,Breakfast,Upma,81.95,0,0,0,25.81,0.0,57.75,461,423,147.92,121.83,26.08999999999999,90,Thursday,3,1,0,4,0.3,149.364,0.17637912385073,433.0,508.0,440.2857142857143
2026-01-23,Central Mess,Breakfast,Upma,74.65,1,0,0,32.92,0.0,61.0,400,382,126.85,111.72,15.129999999999995,90,Friday,4,1,0,4,0.3,129.60000000000002,0.1192747339377216,423.0,451.0,428.14285714285717
2026-01-24,Central Mess,Breakfast,Idli_Dosa,89.09,0,0,0,32.45,0.0,64.19,430,413,139.17,116.01,23.159999999999982,90,Saturday,5,1,1,4,0.3,139.32000000000002,0.1664151756844146,382.0,309.0,418.2857142857143
2026-01-25,Central Mess,Breakfast,Sandwich,83.38,0,0,0,30.83,2.24,62.73,369,357,122.45,102.69,19.760000000000005,90,Sunday,6,1,1,4,0.3,119.556,0.161371988566762,413.0,406.0,433.14285714285717
2026-01-26,Central Mess,Breakfast,Poha,82.61,0,0,0,30.31,0.0,58.45,507,471,167.44,134.81,32.629999999999995,90,Monday,0,1,0,4,0.3,164.268,0.1948757763975155,357.0,458.0,426.14285714285717
2026-01-27,Central Mess,Breakfast,Paratha,85.96,0,0,0,30.47,1.72,59.94,565,522,190.36,147.02,43.34,90,Tuesday,1,1,0,4,0.3,183.06,0.2276738810674511,471.0,517.0,428.0
2026-01-28,Central Mess,Breakfast,Poha,84.99,0,0,0,29.83,2.14,61.36,491,482,155.64,142.52,13.119999999999976,90,Wednesday,2,1,0,4,0.3,159.084,0.084297095862246,522.0,433.0,428.7142857142857
2026-01-29,Central Mess,Breakfast,Paratha,65.95,0,1,0,29.77,0.0,56.36,258,234,86.01,66.06,19.950000000000003,90,Thursday,3,1,0,4,0.3,83.592,0.2319497732821765,482.0,423.0,435.7142857142857
2026-01-30,Central Mess,Breakfast,Paratha,82.28,0,0,0,32.87,0.5,69.59,505,490,168.37,143.85,24.52000000000001,90,Friday,4,1,0,4,0.3,163.62,0.1456316445922671,234.0,382.0,408.7142857142857
2026-01-31,Central Mess,Breakfast,Poha,81.3,0,0,0,29.73,0.0,64.48,376,360,119.95,104.31,15.64,90,Saturday,5,1,1,4,0.3,121.824,0.1303876615256357,490.0,413.0,424.14285714285717
2026-02-01,Central Mess,Breakfast,Paratha,79.59,0,0,0,31.92,0.12,67.38,411,374,135.2,106.56,28.639999999999983,90,Sunday,6,2,1,4,0.3,133.16400000000002,0.2118343195266271,360.0,357.0,416.57142857142856
2026-02-02,Central Mess,Breakfast,Upma,81.44,0,0,0,31.19,0.92,58.85,458,435,147.63,127.67,19.959999999999997,90,Monday,0,2,0,4,0.3,148.39200000000002,0.1352028720449772,374.0,471.0,419.0
