date,mess_name,meal_type,menu_name,hostel_occupancy_pct,exam_day,holiday,special_event,temperature_c,rainfall_mm,humidity_pct,students_expected,students_present,food_prepared_kg,food_consumed_kg,food_wasted_kg,food_cost_per_kg,day_of_week,day_of_week_num,month,is_weekend,semester,portion_kg,planned_preparation_kg,waste_rate,anomaly,anomaly_score
2025-06-29,South Mess,Lunch,Rajma_Rice,76.7,0,0,0,28.42,0.0,66.18,577,557,280.89,235.13,45.75999999999999,110,Sunday,6,6,1,0,0.45,280.4220000000001,0.16291074797963614,1,0.15746834797255072
2025-06-30,Academic Block Mess,Breakfast,Paratha,75.09,0,0,0,27.02,0.0,61.24,372,366,124.27,102.54,21.72999999999999,90,Monday,0,6,0,0,0.3,120.528,0.17486118934577927,1,0.14530253556911182
2025-06-30,Academic Block Mess,Dinner,Fried_Rice,75.09,0,0,0,27.02,0.0,61.24,585,547,266.08,201.6,64.47999999999999,105,Monday,0,6,0,0,0.4,252.72000000000003,0.24233313289236316,1,0.05624021842058258
2025-06-30,Academic Block Mess,Lunch,Veg_Pulao,75.09,0,0,0,27.02,0.0,61.24,646,634,318.5,280.26,38.24000000000001,110,Monday,0,6,0,0,0.45,313.956,0.12006279434850867,1,0.09688679508773718
2025-06-30,Central Mess,Breakfast,Sandwich,75.13,0,0,0,27.02,0.0,61.24,425,386,137.0,110.97,26.03,90,Monday,0,6,0,0,0.3,137.70000000000002,0.19,1,0.1551144925351028
2025-06-30,Central Mess,Dinner,Khichdi,75.13,0,0,0,27.02,0.0,61.24,718,660,323.28,243.38,79.89999999999998,105,Monday,0,6,0,0,0.4,310.176,0.24715416975996035,1,0.043140540935811544
2025-06-30,Central Mess,Lunch,Rice_Dal,75.13,0,0,0,27.02,0.0,61.24,903,818,431.32,348.34,82.98000000000002,110,Monday,0,6,0,0,0.45,438.85800000000006,0.19238616340536033,1,0.09832097854909905
2025-06-30,Hostel A Mess,Breakfast,Paratha,79.1,0,0,0,27.02,0.0,61.24,381,344,120.61,101.67,18.94,90,Monday,0,6,0,0,0.3,123.444,0.15703507171876296,1,0.12893547469238448
2025-06-30,Hostel A Mess,Dinner,Khichdi,79.1,0,0,0,27.02,0.0,61.24,592,552,259.91,212.84,47.07000000000002,105,Monday,0,6,0,0,0.4,255.74400000000003,0.18110115039821484,1,0.1592287200635017
2025-06-30,Hostel A Mess,Lunch,Biryani,79.1,0,0,0,27.02,0.0,61.24,807,727,410.74,304.96,105.78000000000004,110,Monday,0,6,0,0,0.45,392.20200000000006,0.2575351804060964,-1,-0.0658748013379633
2025-06-30,Hostel B Mess,Breakfast,Paratha,79.4,0,0,0,27.02,0.0,61.24,514,463,175.01,131.96,43.04999999999998,90,Monday,0,6,0,0,0.3,166.536,0.2459859436603622,1,0.03822554255608068
2025-06-30,Hostel B Mess,Dinner,Fried_Rice,79.4,0,0,0,27.02,0.0,61.24,746,702,336.93,276.25,60.68000000000001,105,Monday,0,6,0,0,0.4,322.27200000000005,0.18009675600273056,1,0.15457026278577302
2025-06-30,Hostel B Mess,Lunch,Biryani,79.4,0,0,0,27.02,0.0,61.24,974,879,470.65,374.8,95.84999999999997,110,Monday,0,6,0,0,0.45,473.364,0.20365452034420475,1,0.03952973930254311
2025-06-30,North Mess,Breakfast,Sandwich,87.94,0,0,0,27.02,0.0,61.24,440,402,142.85,117.82,25.03,90,Monday,0,6,0,0,0.3,142.56,0.17521876093804692,1,0.15208563650849882
2025-06-30,North Mess,Dinner,Roti_Dal,87.94,0,0,0,27.02,0.0,61.24,748,706,322.93,266.58,56.35000000000002,105,Monday,0,6,0,0,0.4,323.136,0.17449602080946341,1,0.1576038398716178
2025-06-30,North Mess,Lunch,Biryani,87.94,0,0,0,27.02,0.0,61.24,951,930,487.65,390.95,96.7,110,Monday,0,6,0,0,0.45,462.186,0.1982979596021737,1,0.004655227423050579
2025-06-30,South Mess,Breakfast,Sandwich,86.53,0,0,0,27.02,0.0,61.24,373,346,118.69,99.7,18.989999999999995,90,Monday,0,6,0,0,0.3,120.852,0.1599966298761479,1,0.14174508845782668
2025-06-30,South Mess,Dinner,Pasta,86.53,0,0,0,27.02,0.0,61.24,642,605,279.75,233.69,46.06,105,Monday,0,6,0,0,0.4,277.34400000000005,0.16464700625558534,1,0.15925270781257767
2025-06-30,South Mess,Lunch,Rajma_Rice,86.53,0,0,0,27.02,0.0,61.24,821,739,397.31,324.07,73.24000000000001,110,Monday,0,6,0,0,0.45,399.006,0.1843396843774383,1,0.12928098534773935
2025-07-01,Academic Block Mess,Breakfast,Idli_Dosa,78.12,0,0,0,27.08,0.0,69.85,353,326,114.3,96.35,17.950000000000003,90,Tuesday,1,7,0,5,0.3,114.372,0.15704286964129488,1,0.12061804765866557
2025-07-01,Academic Block Mess,Dinner,Pasta,78.12,0,0,0,27.08,0.0,69.85,555,521,235.35,203.12,32.22999999999999,105,Tuesday,1,7,0,5,0.4,239.76,0.13694497556830248,1,0.11517038670851909
2025-07-01,Academic Block Mess,Lunch,Biryani,78.12,0,0,0,27.08,0.0,69.85,715,691,365.52,286.2,79.32,110,Tuesday,1,7,0,5,0.45,347.49,0.2170059093893631,1,0.11041783115485271
2025-07-01,Central Mess,Breakfast,Poha,78.2,0,0,0,27.08,0.0,69.85,480,456,159.44,128.88,30.56,90,Tuesday,1,7,0,5,0.3,155.52,0.1916708479678876,1,0.14682626025175172
2025-07-01,Central Mess,Dinner,Roti_Dal,78.2,0,0,0,27.08,0.0,69.85,863,801,368.13,298.56,69.57,105,Tuesday,1,7,0,5,0.4,372.8160000000001,0.1889821530437617,1,0.12996909291967196
2025-07-01,Central Mess,Lunch,Paneer_Roti,78.2,0,0,0,27.08,0.0,69.85,974,958,479.23,397.23,82.0,110,Tuesday,1,7,0,5,0.45,473.364,0.17110781879264653,1,0.017942756225850287
2025-07-01,Hostel A Mess,Breakfast,Sandwich,77.58,0,0,0,27.08,0.0,69.85,359,349,120.23,99.9,20.33,90,Tuesday,1,7,0,5,0.3,116.31600000000002,0.16909257256924226,1,0.14423139531409984
2025-07-01,Hostel A Mess,Dinner,Khichdi,77.58,0,0,0,27.08,0.0,69.85,578,559,257.03,215.14,41.88999999999999,105,Tuesday,1,7,0,5,0.4,249.69600000000003,0.16297708438703654,1,0.15618430685608897
2025-07-01,Hostel A Mess,Lunch,Paneer_Roti,77.58,0,0,0,27.08,0.0,69.85,763,720,389.26,316.29,72.96999999999997,110,Tuesday,1,7,0,5,0.45,370.818,0.18745825412320807,1,0.13285458639447884
2025-07-01,Hostel B Mess,Breakfast,Idli_Dosa,88.5,0,0,0,27.08,0.0,69.85,513,478,169.42,132.21,37.20999999999998,90,Tuesday,1,7,0,5,0.3,166.21200000000002,0.2196316845708888,1,0.09660665990685996
2025-07-01,Hostel B Mess,Dinner,Chole_Bhature,88.5,0,0,0,27.08,0.0,69.85,947,924,423.77,352.74,71.02999999999997,105,Tuesday,1,7,0,5,0.4,409.104,0.167614507869835,1,0.06458295798931435
2025-07-01,Hostel B Mess,Lunch,Biryani,88.5,0,0,0,27.08,0.0,69.85,1006,906,509.78,397.97,111.80999999999996,110,Tuesday,1,7,0,5,0.45,488.916,0.21932990701871388,-1,-0.04027125367061657
2025-07-01,North Mess,Breakfast,Idli_Dosa,83.4,0,0,0,27.08,0.0,69.85,469,450,153.5,125.58,27.92,90,Tuesday,1,7,0,5,0.3,151.956,0.18188925081433227,1,0.14617931560907665
2025-07-01,North Mess,Dinner,Fried_Rice,83.4,0,0,0,27.08,0.0,69.85,766,726,338.89,285.05,53.839999999999975,105,Tuesday,1,7,0,5,0.4,330.91200000000003,0.1588716102570155,1,0.14596878036221866
2025-07-01,North Mess,Lunch,Rice_Dal,83.4,0,0,0,27.08,0.0,69.85,848,784,419.54,337.78,81.76000000000005,110,Tuesday,1,7,0,5,0.45,412.128,0.19488010678362025,1,0.11684857189866976
2025-07-01,South Mess,Breakfast,Idli_Dosa,86.83,0,0,0,27.08,0.0,69.85,418,384,132.98,112.21,20.77,90,Tuesday,1,7,0,5,0.3,135.432,0.15618890058655438,1,0.14331946877483936
2025-07-01,South Mess,Dinner,Roti_Dal,86.83,0,0,0,27.08,0.0,69.85,727,683,324.94,260.84,64.10000000000002,105,Tuesday,1,7,0,5,0.4,314.064,0.19726718778851488,1,0.1586668607373663
2025-07-01,South Mess,Lunch,Rice_Dal,86.83,0,0,0,27.08,0.0,69.85,785,708,390.07,299.26,90.81,110,Tuesday,1,7,0,5,0.45,381.5100000000001,0.23280436844668906,1,0.048848781748410786
2025-07-02,Academic Block Mess,Breakfast,Idli_Dosa,91.33,0,0,0,24.24,0.0,59.89,402,397,127.82,114.31,13.509999999999993,90,Wednesday,2,7,0,5,0.3,130.248,0.10569550930996709,1,0.04624296501661551
2025-07-02,Academic Block Mess,Dinner,Fried_Rice,91.33,0,0,0,24.24,0.0,59.89,623,607,266.41,233.4,33.01000000000002,105,Wednesday,2,7,0,5,0.4,269.136,0.12390676025674718,1,0.09915033492861725
2025-07-02,Academic Block Mess,Lunch,Biryani,91.33,0,0,0,24.24,0.0,59.89,792,759,395.03,319.98,75.04999999999995,110,Wednesday,2,7,0,5,0.45,384.912,0.18998557071614805,1,0.13395759632932958
2025-07-02,Central Mess,Breakfast,Sandwich,78.76,0,0,0,24.24,0.0,59.89,487,450,160.89,124.28,36.60999999999999,90,Wednesday,2,7,0,5,0.3,157.788,0.22754677108583501,1,0.09907215725146423
2025-07-02,Central Mess,Dinner,Fried_Rice,78.76,0,0,0,24.24,0.0,59.89,809,791,351.53,311.96,39.56999999999999,105,Wednesday,2,7,0,5,0.4,349.48800000000006,0.11256507268227461,1,0.039098161830362965
2025-07-02,Central Mess,Lunch,Biryani,78.76,0,0,0,24.24,0.0,59.89,1022,962,503.56,417.1,86.45999999999998,110,Wednesday,2,7,0,5,0.45,496.69200000000006,0.1716975137024386,1,0.0020625176622136587
2025-07-02,Hostel A Mess,Breakfast,Upma,84.63,0,0,0,24.24,0.0,59.89,344,329,114.11,94.06,20.05,90,Wednesday,2,7,0,5,0.3,111.45600000000002,0.17570765051266324,1,0.12585123978138507
2025-07-02,Hostel A Mess,Dinner,Chole_Bhature,84.63,0,0,0,24.24,0.0,59.89,720,653,306.54,251.4,55.140000000000015,105,Wednesday,2,7,0,5,0.4,311.04,0.17987864552750052,1,0.16675492523773083
2025-07-02,Hostel A Mess,Lunch,Veg_Pulao,84.63,0,0,0,24.24,0.0,59.89,696,673,346.31,290.49,55.81999999999999,110,Wednesday,2,7,0,5,0.45,338.25600000000003,0.16118506540382893,1,0.15479820353809465
2025-07-02,Hostel B Mess,Breakfast,Sandwich,76.42,0,0,0,24.24,0.0,59.89,440,418,141.59,120.3,21.290000000000006,90,Wednesday,2,7,0,5,0.3,142.56,0.15036372625185399,1,0.13697373484084963
2025-07-02,Hostel B Mess,Dinner,Pasta,76.42,0,0,0,24.24,0.0,59.89,732,676,331.72,263.59,68.13000000000005,105,Wednesday,2,7,0,5,0.4,316.22400000000005,0.205384058844809,1,0.1354657961129369
2025-07-02,Hostel B Mess,Lunch,Paneer_Roti,76.42,0,0,0,24.24,0.0,59.89,853,823,429.95,342.6,87.34999999999997,110,Wednesday,2,7,0,5,0.45,414.5580000000001,0.20316315850680305,1,0.0751764743039397
2025-07-02,North Mess,Breakfast,Sandwich,85.44,0,0,0,24.24,0.0,59.89,448,432,150.81,122.95,27.86,90,Wednesday,2,7,0,5,0.3,145.15200000000002,0.1847357602281016,1,0.15180149878453963
2025-07-02,North Mess,Dinner,Pasta,85.44,0,0,0,24.24,0.0,59.89,712,702,300.59,263.66,36.92999999999995,105,Wednesday,2,7,0,5,0.4,307.58400000000006,0.12285837852223944,1,0.09723089629592468
2025-07-02,North Mess,Lunch,Biryani,85.44,0,0,0,24.24,0.0,59.89,861,797,426.63,338.71,87.92000000000002,110,Wednesday,2,7,0,5,0.45,418.446,0.20608021001804847,1,0.08192553352072973
2025-07-02,South Mess,Breakfast,Poha,77.08,0,0,0,24.24,0.0,59.89,409,389,136.13,108.16,27.97,90,Wednesday,2,7,0,5,0.3,132.516,0.20546536399030338,1,0.13885431661040043
2025-07-02,South Mess,Dinner,Khichdi,77.08,0,0,0,24.24,0.0,59.89,593,541,256.81,210.92,45.890000000000015,105,Wednesday,2,7,0,5,0.4,256.17600000000004,0.1786924185195281,1,0.1582808541827891
2025-07-02,South Mess,Lunch,Veg_Pulao,77.08,0,0,0,24.24,0.0,59.89,708,698,341.16,302.72,38.44,110,Wednesday,2,7,0,5,0.45,344.088,0.11267440497127446,1,0.07129004332753097
2025-07-03,Academic Block Mess,Breakfast,Upma,87.72,0,0,0,28.62,0.0,60.68,344,314,112.77,90.26,22.50999999999999,90,Thursday,3,7,0,5,0.3,111.45600000000002,0.19960982530814925,1,0.12438336858309085
2025-07-03,Academic Block Mess,Dinner,Chole_Bhature,87.72,0,0,0,28.62,0.0,60.68,684,623,304.53,236.46,68.06999999999996,105,Thursday,3,7,0,5,0.4,295.48800000000006,0.22352477588414926,1,0.10805328880795995
2025-07-03,Academic Block Mess,Lunch,Rice_Dal,87.72,0,0,0,28.62,0.0,60.68,646,592,308.2,246.39,61.81,110,Thursday,3,7,0,5,0.45,313.956,0.20055158987670346,1,0.14594585564198703
2025-07-03,Central Mess,Breakfast,Paratha,80.31,0,0,0,28.62,0.0,60.68,517,477,171.3,135.15,36.150000000000006,90,Thursday,3,7,0,5,0.3,167.508,0.21103327495621718,1,0.11264571104302051
2025-07-03,Central Mess,Dinner,Pasta,80.31,0,0,0,28.62,0.0,60.68,717,658,322.17,254.63,67.54000000000002,105,Thursday,3,7,0,5,0.4,309.744,0.20964087283111407,1,0.1298780718982246
2025-07-03,Central Mess,Lunch,Biryani,80.31,0,0,0,28.62,0.0,60.68,1027,947,524.35,398.15,126.20000000000005,110,Thursday,3,7,0,5,0.45,499.12200000000007,0.2406789358253076,-1,-0.09549966752861094
2025-07-03,Hostel A Mess,Breakfast,Paratha,89.38,0,0,0,28.62,0.0,60.68,428,411,140.25,114.97,25.28,90,Thursday,3,7,0,5,0.3,138.67200000000005,0.18024955436720144,1,0.14732954954201316
2025-07-03,Hostel A Mess,Dinner,Khichdi,89.38,0,0,0,28.62,0.0,60.68,594,568,258.24,212.1,46.140000000000015,105,Thursday,3,7,0,5,0.4,256.60800000000006,0.17867100371747216,1,0.157451544399777
2025-07-03,Hostel A Mess,Lunch,Biryani,89.38,0,0,0,28.62,0.0,60.68,837,813,415.44,350.15,65.29000000000002,110,Thursday,3,7,0,5,0.45,406.782,0.15715867513961107,1,0.10620173294070473
2025-07-03,Hostel B Mess,Breakfast,Upma,85.03,0,0,0,28.62,0.0,60.68,444,413,141.89,122.64,19.249999999999982,90,Thursday,3,7,0,5,0.3,143.856,0.1356684755796743,1,0.12507111150218125
2025-07-03,Hostel B Mess,Dinner,Khichdi,85.03,0,0,0,28.62,0.0,60.68,747,680,328.72,267.58,61.14000000000004,105,Thursday,3,7,0,5,0.4,322.704,0.18599415916281345,1,0.1598199319182661
2025-07-03,Hostel B Mess,Lunch,Veg_Pulao,85.03,0,0,0,28.62,0.0,60.68,836,795,400.0,347.05,52.94999999999999,110,Thursday,3,7,0,5,0.45,406.296,0.13237499999999996,1,0.09484411784392599
2025-07-03,North Mess,Breakfast,Poha,81.25,0,0,0,28.62,0.0,60.68,427,405,143.32,119.83,23.489999999999995,90,Thursday,3,7,0,5,0.3,138.348,0.1638989673457996,1,0.15348616153008354
2025-07-03,North Mess,Dinner,Fried_Rice,81.25,0,0,0,28.62,0.0,60.68,702,681,308.54,253.67,54.87000000000003,105,Thursday,3,7,0,5,0.4,303.264,0.17783755752900768,1,0.1546558858340331
2025-07-03,North Mess,Lunch,Paneer_Roti,81.25,0,0,0,28.62,0.0,60.68,901,836,438.43,362.56,75.87,110,Thursday,3,7,0,5,0.45,437.886,0.1730492895102981,1,0.0997154169569261
2025-07-03,South Mess,Breakfast,Idli_Dosa,81.12,0,0,0,28.62,0.0,60.68,421,393,137.16,109.39,27.77,90,Thursday,3,7,0,5,0.3,136.404,0.20246427529892097,1,0.14307602372501776
2025-07-03,South Mess,Dinner,Roti_Dal,81.12,0,0,0,28.62,0.0,60.68,662,644,299.0,248.11,50.88999999999999,105,Thursday,3,7,0,5,0.4,285.98400000000004,0.17020066889632104,1,0.15065183191024245
2025-07-03,South Mess,Lunch,Paneer_Roti,81.12,0,0,0,28.62,0.0,60.68,800,784,378.08,340.41,37.66999999999996,110,Thursday,3,7,0,5,0.45,388.8,0.0996349978840456,1,0.00431996573278115
2025-07-04,Academic Block Mess,Breakfast,Sandwich,86.94,0,0,0,26.25,2.93,61.13,351,327,118.1,95.21,22.89,90,Friday,4,7,0,5,0.3,113.724,0.19381879762912788,1,0.1285908298053311
2025-07-04,Academic Block Mess,Dinner,Pasta,86.94,0,0,0,26.25,2.93,61.13,555,520,243.98,194.6,49.38,105,Friday,4,7,0,5,0.4,239.76,0.20239363882285435,1,0.13899389894126962
2025-07-04,Academic Block Mess,Lunch,Rajma_Rice,86.94,0,0,0,26.25,2.93,61.13,704,683,360.18,287.08,73.10000000000002,110,Friday,4,7,0,5,0.45,342.14400000000006,0.20295407851629746,1,0.13188345815372227
2025-07-04,Central Mess,Breakfast,Idli_Dosa,85.63,0,0,0,26.25,2.93,61.13,508,501,166.54,148.55,17.98999999999998,90,Friday,4,7,0,5,0.3,164.592,0.10802209679356299,1,0.033378916320525476
2025-07-04,Central Mess,Dinner,Chole_Bhature,85.63,0,0,0,26.25,2.93,61.13,871,812,387.83,299.7,88.13,105,Friday,4,7,0,5,0.4,376.2720000000001,0.22723873862259236,1,0.06592118683662462
2025-07-04,Central Mess,Lunch,Veg_Pulao,85.63,0,0,0,26.25,2.93,61.13,928,892,456.89,385.1,71.78999999999996,110,Friday,4,7,0,5,0.45,451.008,0.1571275361684431,1,0.07084357551526999
2025-07-04,Hostel A Mess,Breakfast,Sandwich,71.7,0,0,0,26.25,2.93,61.13,361,340,118.72,98.58,20.14,90,Friday,4,7,0,5,0.3,116.964,0.16964285714285715,1,0.1417108810058726
2025-07-04,Hostel A Mess,Dinner,Khichdi,71.7,0,0,0,26.25,2.93,61.13,531,519,234.23,200.2,34.03,105,Friday,4,7,0,5,0.4,229.392,0.1452845493745464,1,0.13009204955780085
2025-07-04,Hostel A Mess,Lunch,Biryani,71.7,0,0,0,26.25,2.93,61.13,743,701,362.92,296.08,66.84000000000003,110,Friday,4,7,0,5,0.45,361.09800000000007,0.18417282045629899,1,0.14887976586089557
2025-07-04,Hostel B Mess,Breakfast,Sandwich,82.57,0,0,0,26.25,2.93,61.13,457,429,149.22,126.45,22.77,90,Friday,4,7,0,5,0.3,148.068,0.15259348612786489,1,0.14770927617795432
2025-07-04,Hostel B Mess,Dinner,Pasta,82.57,0,0,0,26.25,2.93,61.13,755,680,317.63,268.87,48.75999999999999,105,Friday,4,7,0,5,0.4,326.16,0.15351194786386674,1,0.15003600022163732
2025-07-04,Hostel B Mess,Lunch,Paneer_Roti,82.57,0,0,0,26.25,2.93,61.13,961,888,463.61,390.05,73.56,110,Friday,4,7,0,5,0.45,467.046,0.15866784581868382,1,0.06949638166041694
2025-07-04,North Mess,Breakfast,Paratha,77.24,0,0,0,26.25,2.93,61.13,507,465,161.68,137.71,23.97,90,Friday,4,7,0,5,0.3,164.268,0.14825581395348836,1,0.1394362904567884
2025-07-04,North Mess,Dinner,Pasta,77.24,0,0,0,26.25,2.93,61.13,698,649,304.03,253.34,50.68999999999997,105,Friday,4,7,0,5,0.4,301.536,0.16672696773344728,1,0.15536982629642304
2025-07-04,North Mess,Lunch,Veg_Pulao,77.24,0,0,0,26.25,2.93,61.13,796,752,404.73,315.18,89.55000000000001,110,Friday,4,7,0,5,0.45,386.856,0.22125861685568157,1,0.0796363192221734
2025-07-04,South Mess,Breakfast,Idli_Dosa,83.97,0,0,0,26.25,2.93,61.13,420,381,141.91,106.77,35.14,90,Friday,4,7,0,5,0.3,136.08,0.24762173208371505,1,0.04825076989212773
2025-07-04,South Mess,Dinner,Pasta,83.97,0,0,0,26.25,2.93,61.13,678,622,288.08,241.76,46.31999999999999,105,Friday,4,7,0,5,0.4,292.896,0.16078866981394055,1,0.147824768621584
2025-07-04,South Mess,Lunch,Rajma_Rice,83.97,0,0,0,26.25,2.93,61.13,832,778,402.13,323.5,78.63,110,Friday,4,7,0,5,0.45,404.3520000000001,0.19553378260761445,1,0.1238815178115033
2025-07-05,Academic Block Mess,Breakfast,Paratha,86.17,0,0,0,24.24,0.0,55.21,321,293,107.05,84.02,23.03,90,Saturday,5,7,1,5,0.3,104.004,0.2151331153666511,1,0.09374511031568555
2025-07-05,Academic Block Mess,Dinner,Fried_Rice,86.17,0,0,0,24.24,0.0,55.21,462,434,206.32,161.79,44.53,105,Saturday,5,7,1,5,0.4,199.58400000000003,0.21582977898410238,1,0.09273895998119369
2025-07-05,Academic Block Mess,Lunch,Rice_Dal,86.17,0,0,0,24.24,0.0,55.21,520,485,246.56,212.43,34.129999999999995,110,Saturday,5,7,1,5,0.45,252.72000000000003,0.13842472420506163,1,0.12072025521441976
2025-07-05,Central Mess,Breakfast,Paratha,84.61,0,0,0,24.24,0.0,55.21,403,391,136.32,115.11,21.209999999999997,90,Saturday,5,7,1,5,0.3,130.572,0.15558978873239435,1,0.14402834407023518
2025-07-05,Central Mess,Dinner,Chole_Bhature,84.61,0,0,0,24.24,0.0,55.21,782,735,338.84,284.17,54.66999999999996,105,Saturday,5,7,1,5,0.4,337.824,0.1613445874158894,1,0.1431279333503483
2025-07-05,Central Mess,Lunch,Rajma_Rice,84.61,0,0,0,24.24,0.0,55.21,780,761,386.86,329.95,56.910000000000025,110,Saturday,5,7,1,5,0.45,379.08,0.1471074807423875,1,0.12735538660756368
2025-07-05,Hostel A Mess,Breakfast,Poha,81.96,0,0,0,24.24,0.0,55.21,294,268,95.23,76.18,19.05,90,Saturday,5,7,1,5,0.3,95.256,0.20004200357030347,1,0.08194385296818096
2025-07-05,Hostel A Mess,Dinner,Pasta,81.96,0,0,0,24.24,0.0,55.21,462,425,207.37,159.61,47.75999999999999,105,Saturday,5,7,1,5,0.4,199.58400000000003,0.23031296716014849,1,0.06547439155926127
2025-07-05,Hostel A Mess,Lunch,Veg_Pulao,81.96,0,0,0,24.24,0.0,55.21,519,480,256.79,212.45,44.34000000000003,110,Saturday,5,7,1,5,0.45,252.23400000000004,0.17267027532224785,1,0.1364206845045966
2025-07-05,Hostel B Mess,Breakfast,Paratha,84.78,0,0,0,24.24,0.0,55.21,394,357,127.51,100.12,27.39,90,Saturday,5,7,1,5,0.3,127.656,0.21480668182887616,1,0.11743460324822103
2025-07-05,Hostel B Mess,Dinner,Khichdi,84.78,0,0,0,24.24,0.0,55.21,562,515,252.91,191.25,61.66,105,Saturday,5,7,1,5,0.4,242.784,0.24380214305484163,1,0.054247379061529655
2025-07-05,Hostel B Mess,Lunch,Biryani,84.78,0,0,0,24.24,0.0,55.21,764,755,376.22,317.83,58.39000000000004,110,Saturday,5,7,1,5,0.45,371.304,0.1552017436606242,1,0.13936219458892213
2025-07-05,North Mess,Breakfast,Paratha,83.15,0,0,0,24.24,0.0,55.21,390,386,124.14,112.07,12.070000000000007,90,Saturday,5,7,1,5,0.3,126.36,0.09722893507330439,1,0.023860772187576318
2025-07-05,North Mess,Dinner,Pasta,83.15,0,0,0,24.24,0.0,55.21,556,523,246.23,205.96,40.26999999999998,105,Saturday,5,7,1,5,0.4,240.19200000000004,0.1635462778702838,1,0.15097025060568314
2025-07-05,North Mess,Lunch,Rice_Dal,83.15,0,0,0,24.24,0.0,55.21,687,652,329.6,284.79,44.81,110,Saturday,5,7,1,5,0.45,333.88200000000006,0.13595266990291263,1,0.12758111179571313
2025-07-05,South Mess,Breakfast,Idli_Dosa,85.39,0,0,0,24.24,0.0,55.21,337,316,110.36,89.48,20.879999999999995,90,Saturday,5,7,1,5,0.3,109.188,0.18919898513954328,1,0.12319004698323172
2025-07-05,South Mess,Dinner,Khichdi,85.39,0,0,0,24.24,0.0,55.21,484,446,203.83,171.98,31.850000000000023,105,Saturday,5,7,1,5,0.4,209.08800000000005,0.15625766570181043,1,0.14648956327929974
2025-07-05,South Mess,Lunch,Rajma_Rice,85.39,0,0,0,24.24,0.0,55.21,624,585,314.51,248.9,65.60999999999999,110,Saturday,5,7,1,5,0.45,303.264,0.2086102190709357,1,0.12620263416307625
2025-07-06,Academic Block Mess,Breakfast,Sandwich,81.81,0,0,0,24.95,0.0,59.97,260,257,83.4,71.88,11.52000000000001,90,Sunday,6,7,1,5,0.3,84.24000000000001,0.1381294964028778,1,0.03703091730532404
2025-07-06,Academic Block Mess,Dinner,Roti_Dal,81.81,0,0,0,24.95,0.0,59.97,490,463,222.88,172.78,50.1,105,Sunday,6,7,1,5,0.4,211.68,0.2247846374730797,1,0.08077023408642336
2025-07-06,Academic Block Mess,Lunch,Rice_Dal,81.81,0,0,0,24.95,0.0,59.97,513,506,245.49,221.75,23.74000000000001,110,Sunday,6,7,1,5,0.45,249.318,0.0967045500835065,1,0.039247375501134996
2025-07-06,Central Mess,Breakfast,Paratha,83.08,0,0,0,24.95,0.0,59.97,419,401,139.37,117.02,22.35000000000001,90,Sunday,6,7,1,5,0.3,135.756,0.16036449738107203,1,0.14786116977879865
2025-07-06,Central Mess,Dinner,Khichdi,83.08,0,0,0,24.95,0.0,59.97,602,564,263.72,213.77,49.95000000000002,105,Sunday,6,7,1,5,0.4,260.064,0.1894054300015168,1,0.16156030767627283
2025-07-06,Central Mess,Lunch,Rajma_Rice,83.08,0,0,0,24.95,0.0,59.97,755,729,364.5,324.61,39.88999999999999,110,Sunday,6,7,1,5,0.45,366.93,0.10943758573388201,1,0.04990188907958382
2025-07-06,Hostel A Mess,Breakfast,Sandwich,82.18,0,0,0,24.95,0.0,59.97,281,267,95.44,77.05,18.39,90,Sunday,6,7,1,5,0.3,91.044,0.19268650461022632,1,0.0923674645994263
2025-07-06,Hostel A Mess,Dinner,Roti_Dal,82.18,0,0,0,24.95,0.0,59.97,494,460,218.22,170.59,47.63,105,Sunday,6,7,1,5,0.4,213.40800000000004,0.21826597012189536,1,0.0988976531528265
2025-07-06,Hostel A Mess,Lunch,Veg_Pulao,82.18,0,0,0,24.95,0.0,59.97,542,497,271.13,217.83,53.29999999999998,110,Sunday,6,7,1,5,0.45,263.41200000000003,0.1965846641832331,1,0.1292562932858562
2025-07-06,Hostel B Mess,Breakfast,Upma,77.96,0,0,0,24.95,0.0,59.97,335,329,106.9,94.14,12.760000000000003,90,Sunday,6,7,1,5,0.3,108.54,0.1193638914873714,1,0.06014979522552355
2025-07-06,Hostel B Mess,Dinner,Chole_Bhature,77.96,0,0,0,24.95,0.0,59.97,637,619,283.61,242.52,41.09,105,Sunday,6,7,1,5,0.4,275.184,0.14488205634498078,1,0.13439878367775826
2025-07-06,Hostel B Mess,Lunch,Rajma_Rice,77.96,0,0,0,24.95,0.0,59.97,700,664,330.83,282.85,47.97999999999996,110,Sunday,6,7,1,5,0.45,340.20000000000005,0.14502916905963778,1,0.14063134223650148
2025-07-06,North Mess,Breakfast,Sandwich,79.87,0,0,0,24.95,0.0,59.97,321,304,102.32,87.92,14.399999999999991,90,Sunday,6,7,1,5,0.3,104.004,0.14073494917904605,1,0.08780581482899752
2025-07-06,North Mess,Dinner,Chole_Bhature,79.87,0,0,0,24.95,0.0,59.97,661,619,296.31,237.02,59.28999999999999,105,Sunday,6,7,1,5,0.4,285.5520000000001,0.2000944956295771,1,0.15400092794207454
2025-07-06,North Mess,Lunch,Paneer_Roti,79.87,0,0,0,24.95,0.0,59.97,709,639,348.12,274.46,73.66000000000003,110,Sunday,6,7,1,5,0.45,344.574,0.21159370332069408,1,0.11391742879669264
